holiday,temp,clouds_all,weather_main,weekday,hour,month,hour_category
1,13.774000000000115,68,6,3,17,4,2
1,13.774000000000115,68,6,3,18,4,2
1,13.774000000000115,68,6,3,19,4,2
1,10.143000000000029,0,0,3,20,4,5
1,10.143000000000029,0,0,3,21,4,5
1,10.143000000000029,0,0,3,22,4,5
1,6.742999999999995,24,1,3,23,4,5
1,10.900000000000034,24,1,4,0,4,3
1,10.200000000000045,24,1,4,1,4,3
1,3.3920000000000528,0,0,4,2,4,3
1,3.3920000000000528,0,0,4,3,4,3
1,3.3920000000000528,0,0,4,4,4,1
1,1.8040000000000305,0,0,4,5,4,1
1,1.8040000000000305,0,0,4,6,4,1
1,6.600000000000023,0,0,4,7,4,1
1,5.802000000000021,0,0,4,8,4,4
1,5.802000000000021,0,0,4,9,4,4
1,7.5,0,0,4,10,4,4
1,11.661000000000001,0,0,4,11,4,4
1,9.5,40,1,4,12,4,0
1,11.170000000000016,20,1,4,13,4,0
1,12.470000000000027,1,0,4,14,4,0
1,14.350000000000023,1,0,4,16,4,2
1,14.680000000000007,40,1,4,18,4,2
1,13.450000000000045,1,0,4,19,4,2
1,12.189999999999998,1,0,4,20,4,5
1,9.480000000000018,1,0,4,22,4,5
1,7.8799999999999955,1,0,4,23,4,5
1,7.180000000000007,1,0,5,0,4,3
1,6.160000000000025,1,0,5,1,4,3
1,5.480000000000018,1,0,5,2,4,3
1,4.8799999999999955,1,0,5,3,4,3
1,4.710000000000036,1,0,5,4,4,1
1,4.07000000000005,1,0,5,5,4,1
1,3.980000000000018,1,0,5,6,4,1
1,5.410000000000025,1,0,5,7,4,1
1,7.9500000000000455,1,0,5,8,4,4
1,10.900000000000034,12,1,5,9,4,4
1,14.600000000000023,1,0,5,10,4,4
1,18.100000000000023,1,0,5,12,4,0
1,19.189999999999998,40,1,5,13,4,0
1,20.02000000000004,1,0,5,14,4,0
1,20.04000000000002,75,6,5,16,4,2
1,20.310000000000002,1,6,5,17,4,2
1,20.110000000000014,1,0,5,18,4,2
1,17.960000000000036,1,10,5,20,4,5
1,17.05000000000001,1,0,5,21,4,5
1,16.160000000000025,1,0,5,22,4,5
1,16.180000000000007,1,0,5,23,4,5
1,16.08000000000004,40,10,6,0,4,3
1,15.710000000000036,40,10,6,1,4,3
1,15.710000000000036,40,2,6,1,4,3
1,15.200000000000045,1,10,6,2,4,3
1,15.200000000000045,1,6,6,2,4,3
1,14.939999999999998,1,10,6,3,4,3
1,14.939999999999998,1,6,6,3,4,3
1,14.470000000000027,40,6,6,4,4,1
1,14.150000000000034,1,10,6,5,4,1
1,14.150000000000034,1,6,6,5,4,1
1,14.150000000000034,1,2,6,5,4,1
1,12.82000000000005,90,6,6,6,4,1
1,12.82000000000005,90,10,6,6,4,1
1,12.420000000000016,90,6,6,7,4,1
1,12.420000000000016,90,10,6,7,4,1
1,11.430000000000007,90,6,6,8,4,4
1,11.430000000000007,90,10,6,8,4,4
1,11.430000000000007,90,5,6,8,4,4
1,11.189999999999998,90,6,6,9,4,4
1,11.189999999999998,90,10,6,9,4,4
1,11.189999999999998,90,5,6,9,4,4
1,11.400000000000034,90,6,6,10,4,4
1,11.400000000000034,90,10,6,10,4,4
1,11.400000000000034,90,5,6,10,4,4
1,11.200000000000045,90,6,6,11,4,4
1,11.200000000000045,90,5,6,11,4,4
1,11.200000000000045,90,10,6,11,4,4
1,11.200000000000045,90,2,6,11,4,4
1,11.430000000000007,90,6,6,12,4,0
1,11.430000000000007,90,5,6,12,4,0
1,11.430000000000007,90,2,6,12,4,0
1,12.730000000000018,75,6,6,13,4,0
1,12.730000000000018,75,5,6,13,4,0
1,13.129999999999995,75,5,6,14,4,0
1,13.129999999999995,75,4,6,14,4,0
1,13.129999999999995,75,6,6,14,4,0
1,13.210000000000036,90,6,6,15,4,0
1,13.210000000000036,90,5,6,15,4,0
1,13.210000000000036,90,2,6,15,4,0
1,13.310000000000002,90,6,6,16,4,2
1,13.310000000000002,90,5,6,16,4,2
1,13.430000000000007,90,5,6,17,4,2
1,13.430000000000007,90,2,6,17,4,2
1,13.430000000000007,90,4,6,17,4,2
1,13.430000000000007,90,6,6,17,4,2
1,13.04000000000002,90,5,6,19,4,2
1,13.04000000000002,90,6,6,19,4,2
1,13.04000000000002,90,4,6,19,4,2
1,12.140000000000043,90,6,6,20,4,5
1,12.140000000000043,90,5,6,20,4,5
1,12.140000000000043,90,10,6,20,4,5
1,12.140000000000043,90,2,6,20,4,5
1,11.840000000000032,90,6,6,21,4,5
1,11.840000000000032,90,10,6,21,4,5
1,11.640000000000043,75,6,6,22,4,5
1,11.640000000000043,75,5,6,22,4,5
1,11.640000000000043,75,10,6,22,4,5
1,11.340000000000032,90,6,6,23,4,5
1,11.340000000000032,90,5,6,23,4,5
1,11.340000000000032,90,2,6,23,4,5
1,11.32000000000005,90,6,0,0,4,3
1,11.32000000000005,90,5,0,0,4,3
1,11.32000000000005,90,2,0,0,4,3
1,11.379999999999995,90,6,0,1,4,3
1,11.379999999999995,90,5,0,1,4,3
1,11.560000000000002,90,6,0,2,4,3
1,11.560000000000002,90,5,0,2,4,3
1,11.560000000000002,90,2,0,2,4,3
1,11.5,90,6,0,3,4,3
1,11.5,90,5,0,3,4,3
1,11.5,90,2,0,3,4,3
1,11.260000000000048,40,6,0,4,4,1
1,11.260000000000048,40,5,0,4,4,1
1,11.260000000000048,40,2,0,4,4,1
1,10.990000000000009,40,6,0,5,4,1
1,10.990000000000009,40,5,0,5,4,1
1,10.990000000000009,40,2,0,5,4,1
1,10.629999999999995,90,5,0,6,4,1
1,10.629999999999995,90,2,0,6,4,1
1,10.370000000000005,90,6,0,7,4,1
1,10.370000000000005,90,5,0,7,4,1
1,10.370000000000005,90,10,0,7,4,1
1,10.439999999999998,90,6,0,8,4,4
1,10.439999999999998,90,10,0,8,4,4
1,10.439999999999998,90,5,0,8,4,4
1,10.330000000000041,90,6,0,10,4,4
1,10.330000000000041,90,5,0,10,4,4
1,10.330000000000041,90,10,0,10,4,4
1,10.330000000000041,90,2,0,10,4,4
1,10.629999999999995,90,6,0,11,4,4
1,10.629999999999995,90,2,0,11,4,4
1,10.629999999999995,90,5,0,11,4,4
1,11.470000000000027,90,5,0,12,4,0
1,11.470000000000027,90,2,0,12,4,0
1,11.54000000000002,90,5,0,13,4,0
1,11.54000000000002,90,4,0,13,4,0
1,11.54000000000002,90,2,0,13,4,0
1,11.640000000000043,90,5,0,15,4,0
1,11.640000000000043,90,4,0,15,4,0
1,11.640000000000043,90,6,0,15,4,0
1,10.75,90,1,0,16,4,2
1,10.710000000000036,90,1,0,17,4,2
1,9.910000000000025,90,1,0,18,4,2
1,9.28000000000003,90,1,0,19,4,2
1,8.78000000000003,90,1,0,20,4,5
1,7.8799999999999955,90,1,0,21,4,5
1,7.600000000000023,90,1,0,22,4,5
1,6.850000000000023,90,2,0,23,4,5
1,6.850000000000023,90,5,0,23,4,5
1,5.9500000000000455,90,2,1,0,4,3
1,5.8700000000000045,90,1,1,1,4,3
1,5.32000000000005,90,1,1,2,4,3
1,5.2900000000000205,90,1,1,3,4,3
1,4.82000000000005,90,5,1,4,4,1
1,4.840000000000032,90,2,1,6,4,1
1,4.840000000000032,90,5,1,6,4,1
1,4.939999999999998,90,5,1,7,4,1
1,5.300000000000011,90,1,1,8,4,4
1,5.600000000000023,90,2,1,9,4,4
1,5.600000000000023,90,5,1,9,4,4
1,7.5,90,1,1,15,4,0
1,8.270000000000039,90,1,1,17,4,2
1,8.680000000000007,90,1,1,19,4,2
1,8.140000000000043,40,1,1,21,4,5
1,7.6299999999999955,75,1,1,23,4,5
1,6.3700000000000045,40,1,2,1,4,3
1,5.520000000000039,1,0,2,3,4,3
1,4.800000000000011,1,0,2,4,4,1
1,4.760000000000048,75,1,2,5,4,1
1,4.439999999999998,1,0,2,6,4,1
1,4.480000000000018,75,1,2,7,4,1
1,5.4500000000000455,1,0,2,8,4,4
1,6.9500000000000455,1,0,2,9,4,4
1,9.470000000000027,1,0,2,11,4,4
1,10.220000000000027,1,0,2,13,4,0
1,11.460000000000036,90,6,2,15,4,0
1,9.660000000000025,90,6,2,17,4,2
1,5.32000000000005,90,6,2,23,4,5
1,5.32000000000005,90,2,2,23,4,5
1,5.020000000000039,90,6,3,0,4,3
1,4.420000000000016,90,6,3,1,4,3
1,4.420000000000016,90,5,3,1,4,3
1,4.420000000000016,90,10,3,1,4,3
1,4.75,90,2,3,2,4,3
1,4.75,90,6,3,2,4,3
1,4.930000000000007,90,6,3,3,4,3
1,4.720000000000027,90,6,3,4,4,1
1,3.9600000000000364,90,6,3,5,4,1
1,3.2000000000000455,90,6,3,6,4,1
1,3.080000000000041,90,6,3,7,4,1
1,3.080000000000041,90,2,3,7,4,1
1,3.240000000000009,90,6,3,8,4,4
1,3.240000000000009,90,4,3,8,4,4
1,3.240000000000009,90,2,3,8,4,4
1,2.8700000000000045,90,6,3,9,4,4
1,2.8700000000000045,90,2,3,9,4,4
1,2.6299999999999955,90,6,3,10,4,4
1,2.6299999999999955,90,8,3,10,4,4
1,3.2900000000000205,90,6,3,11,4,4
1,3.2900000000000205,90,2,3,11,4,4
1,3.990000000000009,90,6,3,12,4,0
1,3.990000000000009,90,5,3,12,4,0
1,5.230000000000018,90,6,3,13,4,0
1,5.230000000000018,90,2,3,13,4,0
1,5.660000000000025,90,6,3,14,4,0
1,6.1200000000000045,90,6,3,15,4,0
1,5.580000000000041,90,6,3,16,4,2
1,5.580000000000041,90,2,3,16,4,2
1,5.240000000000009,90,6,3,17,4,2
1,5.240000000000009,90,2,3,17,4,2
1,5.07000000000005,90,6,3,18,4,2
1,5.07000000000005,90,5,3,18,4,2
1,5.07000000000005,90,2,3,18,4,2
1,5.170000000000016,90,6,3,19,4,2
1,5.170000000000016,90,5,3,19,4,2
1,4.7900000000000205,92,6,3,20,4,5
1,4.7900000000000205,92,5,3,20,4,5
1,4.7900000000000205,92,2,3,20,4,5
1,4.75,90,6,3,21,4,5
1,4.75,90,5,3,21,4,5
1,4.75,90,2,3,21,4,5
1,4.610000000000014,90,6,3,22,4,5
1,4.610000000000014,90,5,3,22,4,5
1,4.610000000000014,90,2,3,22,4,5
1,4.560000000000002,90,6,3,23,4,5
1,4.560000000000002,90,2,3,23,4,5
1,4.210000000000036,90,6,4,0,4,3
1,4.210000000000036,90,2,4,0,4,3
1,3.4399999999999977,75,5,4,1,4,3
1,2.8100000000000023,1,5,4,2,4,3
1,2.480000000000018,20,3,4,3,4,3
1,2.480000000000018,20,5,4,3,4,3
1,1.7300000000000182,75,3,4,4,4,1
1,1.7300000000000182,75,5,4,4,4,1
1,1.7100000000000364,75,5,4,5,4,1
1,1.7100000000000364,75,3,4,5,4,1
1,1.7300000000000182,90,5,4,6,4,1
1,1.7300000000000182,90,3,4,6,4,1
1,2.230000000000018,75,5,4,7,4,1
1,2.230000000000018,75,3,4,7,4,1
1,3.8000000000000114,75,5,4,8,4,4
1,5.610000000000014,75,1,4,9,4,4
1,7.580000000000041,20,1,4,10,4,4
1,8.930000000000007,20,1,4,11,4,4
1,10.650000000000034,20,1,4,12,4,0
1,11.79000000000002,1,0,4,13,4,0
1,13.120000000000005,20,1,4,14,4,0
1,13.900000000000034,20,1,4,15,4,0
1,14.470000000000027,20,1,4,16,4,2
1,15.060000000000002,20,1,4,17,4,2
1,15.170000000000016,20,1,4,18,4,2
1,14.620000000000005,40,1,4,19,4,2
1,12.580000000000041,1,0,4,20,4,5
1,10.480000000000018,1,0,4,21,4,5
1,9.170000000000016,1,0,4,22,4,5
1,8.800000000000011,1,0,4,23,4,5
1,8.379999999999995,75,1,5,0,4,3
1,7.9500000000000455,75,1,5,1,4,3
1,7.28000000000003,90,1,5,2,4,3
1,6.160000000000025,40,1,5,3,4,3
1,5.310000000000002,40,1,5,4,4,1
1,4.470000000000027,20,1,5,5,4,1
1,4.3799999999999955,40,1,5,6,4,1
1,4.660000000000025,75,1,5,7,4,1
1,5.670000000000016,75,1,5,8,4,4
1,7.57000000000005,90,1,5,9,4,4
1,9.840000000000032,90,1,5,10,4,4
1,11.670000000000016,90,1,5,11,4,4
1,12.390000000000043,90,1,5,12,4,0
1,13.310000000000002,90,1,5,13,4,0
1,14.010000000000048,90,1,5,14,4,0
1,14.189999999999998,90,1,5,15,4,0
1,14.110000000000014,90,1,5,16,4,2
1,13.900000000000034,90,1,5,17,4,2
1,13.120000000000005,90,1,5,18,4,2
1,12.129999999999995,90,1,5,19,4,2
1,11.129999999999995,90,2,5,20,4,5
1,10.090000000000032,90,2,5,21,4,5
1,8.970000000000027,90,6,5,22,4,5
1,8.230000000000018,90,6,5,23,4,5
1,7.600000000000023,90,6,6,0,5,3
1,6.8700000000000045,90,1,6,1,5,3
1,6.330000000000041,90,1,6,2,5,3
1,5.8700000000000045,90,1,6,3,5,3
1,5.410000000000025,90,2,6,4,5,1
1,5.03000000000003,90,1,6,5,5,1
1,4.550000000000011,90,1,6,6,5,1
1,4.57000000000005,90,1,6,7,5,1
1,5.3799999999999955,75,1,6,8,5,4
1,7.670000000000016,75,1,6,9,5,4
1,9.520000000000039,75,1,6,10,5,4
1,11.650000000000034,75,1,6,11,5,4
1,13.100000000000023,75,1,6,12,5,0
1,13.879999999999995,75,1,6,13,5,0
1,15.29000000000002,75,1,6,14,5,0
1,16.060000000000002,75,1,6,15,5,0
1,16.29000000000002,75,1,6,16,5,2
1,16.24000000000001,75,1,6,17,5,2
1,16.460000000000036,75,1,6,18,5,2
1,16.03000000000003,75,1,6,19,5,2
1,14.390000000000043,40,1,6,20,5,5
1,12.100000000000023,20,1,6,21,5,5
1,11.200000000000045,20,1,6,22,5,5
1,10.080000000000041,1,0,6,23,5,5
1,8.700000000000045,1,0,0,0,5,3
1,6.830000000000041,1,0,0,1,5,3
1,5.160000000000025,1,0,0,2,5,3
1,3.890000000000043,1,0,0,3,5,3
1,3.090000000000032,1,0,0,4,5,1
1,2.730000000000018,1,0,0,5,5,1
1,2.2100000000000364,1,0,0,6,5,1
1,3.4700000000000273,1,0,0,7,5,1
1,7.610000000000014,5,0,0,8,5,4
1,11.050000000000011,1,0,0,9,5,4
1,13.689999999999998,1,0,0,10,5,4
1,15.870000000000005,1,0,0,11,5,4
1,16.689999999999998,1,0,0,12,5,0
1,17.189999999999998,20,1,0,13,5,0
1,17.970000000000027,20,1,0,14,5,0
1,18.49000000000001,40,1,0,15,5,0
1,18.410000000000025,20,1,0,16,5,2
1,18.52000000000004,20,1,0,17,5,2
1,18.689999999999998,20,4,0,18,5,2
1,18.02000000000004,20,1,0,19,5,2
1,16.28000000000003,20,1,0,20,5,5
1,13.120000000000005,20,1,0,21,5,5
1,10.920000000000016,1,0,0,22,5,5
1,9.670000000000016,1,0,0,23,5,5
1,8.760000000000048,1,0,1,0,5,3
1,8.25,1,0,1,1,5,3
1,8.980000000000018,1,0,1,2,5,3
1,8.670000000000016,1,0,1,3,5,3
1,8.590000000000032,1,0,1,4,5,1
1,8.0,1,0,1,5,5,1
1,7.430000000000007,40,1,1,6,5,1
1,8.110000000000014,75,1,1,7,5,1
1,11.100000000000023,75,1,1,8,5,4
1,13.830000000000041,75,1,1,9,5,4
1,16.360000000000014,1,0,1,10,5,4
1,18.120000000000005,75,1,1,11,5,4
1,19.58000000000004,75,1,1,12,5,0
1,20.220000000000027,75,1,1,13,5,0
1,20.879999999999995,75,1,1,14,5,0
1,20.939999999999998,75,1,1,15,5,0
1,21.02000000000004,75,1,1,16,5,2
1,21.129999999999995,75,1,1,17,5,2
1,21.360000000000014,40,1,1,18,5,2
1,20.29000000000002,20,6,1,19,5,2
1,18.49000000000001,20,1,1,20,5,5
1,16.810000000000002,1,0,1,21,5,5
1,15.270000000000039,1,0,1,22,5,5
1,13.600000000000023,1,0,1,23,5,5
1,12.78000000000003,1,0,2,0,5,3
1,12.189999999999998,1,0,2,1,5,3
1,11.150000000000034,1,0,2,2,5,3
1,9.920000000000016,1,0,2,3,5,3
1,8.160000000000025,1,0,2,4,5,1
1,6.490000000000009,1,0,2,5,5,1
1,5.57000000000005,1,0,2,6,5,1
1,7.170000000000016,1,0,2,7,5,1
1,9.650000000000034,1,0,2,8,5,4
1,11.879999999999995,1,0,2,9,5,4
1,13.150000000000034,20,1,2,10,5,4
1,14.420000000000016,40,1,2,11,5,4
1,15.850000000000023,40,1,2,12,5,0
1,16.82000000000005,20,1,2,13,5,0
1,17.600000000000023,1,0,2,14,5,0
1,18.340000000000032,1,0,2,15,5,0
1,18.58000000000004,1,0,2,16,5,2
1,18.670000000000016,1,0,2,17,5,2
1,18.430000000000007,1,0,2,18,5,2
1,17.610000000000014,1,0,2,19,5,2
1,16.189999999999998,20,1,2,20,5,5
1,12.920000000000016,40,1,2,21,5,5
1,10.080000000000041,40,4,2,22,5,5
1,7.830000000000041,1,0,2,23,5,5
1,6.840000000000032,1,0,3,0,5,3
1,6.180000000000007,1,0,3,1,5,3
1,5.100000000000023,1,0,3,2,5,3
1,5.110000000000014,1,0,3,3,5,3
1,4.410000000000025,1,0,3,4,5,1
1,5.670000000000016,75,1,3,5,5,1
1,6.75,75,6,3,6,5,1
1,7.57000000000005,75,6,3,7,5,1
1,10.0,75,1,3,8,5,4
1,12.78000000000003,20,1,3,9,5,4
1,14.510000000000048,40,1,3,10,5,4
1,16.879999999999995,20,1,3,11,5,4
1,18.620000000000005,40,1,3,12,5,0
1,20.010000000000048,75,6,3,13,5,0
1,21.77000000000004,40,1,3,14,5,0
1,23.24000000000001,20,1,3,15,5,0
1,24.210000000000036,20,1,3,16,5,2
1,25.090000000000032,20,1,3,17,5,2
1,25.28000000000003,5,0,3,18,5,2
1,25.010000000000048,1,0,3,19,5,2
1,22.680000000000007,20,4,3,20,5,5
1,19.33000000000004,20,1,3,21,5,5
1,18.100000000000023,20,1,3,22,5,5
1,18.260000000000048,1,0,3,23,5,5
1,17.680000000000007,1,0,4,0,5,3
1,17.370000000000005,1,0,4,1,5,3
1,17.120000000000005,1,0,4,2,5,3
1,16.850000000000023,1,0,4,3,5,3
1,16.710000000000036,1,0,4,4,5,1
1,15.220000000000027,20,1,4,5,5,1
1,14.430000000000007,20,1,4,6,5,1
1,15.710000000000036,1,0,4,7,5,1
1,18.160000000000025,1,0,4,8,5,4
1,21.30000000000001,20,1,4,9,5,4
1,23.870000000000005,1,0,4,10,5,4
1,26.670000000000016,1,0,4,11,5,4
1,28.370000000000005,20,1,4,12,5,0
1,29.83000000000004,20,1,4,13,5,0
1,31.29000000000002,20,1,4,14,5,0
1,31.950000000000045,40,1,4,15,5,0
1,32.31,40,1,4,16,5,2
1,31.680000000000007,40,1,4,17,5,2
1,31.379999999999995,40,1,4,18,5,2
1,29.689999999999998,75,1,4,19,5,2
1,27.370000000000005,75,4,4,20,5,5
1,25.75,75,1,4,21,5,5
1,23.82000000000005,75,1,4,22,5,5
1,22.180000000000007,75,1,4,23,5,5
1,20.010000000000048,75,4,5,0,5,3
1,17.52000000000004,90,7,5,1,5,3
1,17.52000000000004,90,4,5,1,5,3
1,15.700000000000045,40,7,5,2,5,3
1,15.700000000000045,40,4,5,2,5,3
1,14.550000000000011,75,7,5,3,5,3
1,14.550000000000011,75,4,5,3,5,3
1,13.25,90,7,5,4,5,1
1,13.25,90,4,5,4,5,1
1,12.140000000000043,90,7,5,5,5,1
1,12.140000000000043,90,4,5,5,5,1
1,10.140000000000043,40,7,5,6,5,1
1,10.140000000000043,40,4,5,6,5,1
1,10.680000000000007,40,7,5,7,5,1
1,10.680000000000007,40,4,5,7,5,1
1,12.450000000000045,1,7,5,8,5,4
1,12.450000000000045,1,4,5,8,5,4
1,14.200000000000045,75,7,5,9,5,4
1,14.200000000000045,75,4,5,9,5,4
1,16.010000000000048,90,1,5,10,5,4
1,17.439999999999998,90,1,5,11,5,4
1,18.55000000000001,90,1,5,12,5,0
1,19.480000000000018,75,1,5,13,5,0
1,19.82000000000005,75,1,5,14,5,0
1,19.879999999999995,75,4,5,15,5,0
1,20.120000000000005,40,1,5,16,5,2
1,20.150000000000034,40,1,5,17,5,2
1,19.78000000000003,40,1,5,18,5,2
1,18.629999999999995,40,1,5,19,5,2
1,16.82000000000005,75,1,5,20,5,5
1,14.430000000000007,40,1,5,21,5,5
1,11.510000000000048,40,1,5,22,5,5
1,8.689999999999998,1,0,5,23,5,5
1,8.29000000000002,20,1,6,0,5,3
1,7.430000000000007,1,0,6,1,5,3
1,6.830000000000041,1,0,6,2,5,3
1,6.480000000000018,1,0,6,3,5,3
1,6.100000000000023,1,0,6,4,5,1
1,5.990000000000009,40,1,6,5,5,1
1,5.7900000000000205,40,1,6,6,5,1
1,7.080000000000041,40,1,6,7,5,1
1,11.350000000000023,75,1,6,8,5,4
1,14.980000000000018,75,1,6,9,5,4
1,17.360000000000014,75,1,6,10,5,4
1,19.30000000000001,40,1,6,11,5,4
1,20.840000000000032,40,1,6,12,5,0
1,21.430000000000007,40,1,6,13,5,0
1,22.010000000000048,40,1,6,14,5,0
1,22.660000000000025,40,1,6,15,5,0
1,22.74000000000001,1,0,6,16,5,2
1,22.310000000000002,1,0,6,17,5,2
1,22.02000000000004,20,4,6,18,5,2
1,21.170000000000016,40,1,6,19,5,2
1,19.30000000000001,40,1,6,20,5,5
1,16.430000000000007,20,1,6,21,5,5
1,14.980000000000018,1,0,6,22,5,5
1,13.590000000000032,1,0,6,23,5,5
1,13.04000000000002,1,0,0,0,5,3
1,12.920000000000016,1,0,0,1,5,3
1,12.150000000000034,1,0,0,2,5,3
1,12.090000000000032,1,0,0,3,5,3
1,11.730000000000018,1,0,0,4,5,1
1,11.240000000000009,1,0,0,5,5,1
1,11.25,20,1,0,6,5,1
1,11.640000000000043,90,1,0,7,5,1
1,13.340000000000032,75,1,0,8,5,4
1,15.710000000000036,75,1,0,9,5,4
1,17.430000000000007,75,1,0,10,5,4
1,18.54000000000002,75,1,0,11,5,4
1,19.150000000000034,90,6,0,12,5,0
1,16.54000000000002,90,6,0,13,5,0
1,15.170000000000016,90,6,0,14,5,0
1,14.100000000000023,90,6,0,15,5,0
1,13.640000000000043,90,6,0,16,5,2
1,13.710000000000036,90,6,0,17,5,2
1,13.710000000000036,90,10,0,17,5,2
1,14.03000000000003,90,6,0,18,5,2
1,14.200000000000045,90,10,0,19,5,2
1,14.200000000000045,90,6,0,19,5,2
1,14.240000000000009,90,6,0,20,5,5
1,14.240000000000009,90,10,0,20,5,5
1,14.240000000000009,90,2,0,20,5,5
1,13.510000000000048,90,6,0,21,5,5
1,13.510000000000048,90,2,0,21,5,5
1,12.450000000000045,90,6,0,22,5,5
1,12.450000000000045,90,5,0,22,5,5
1,11.890000000000043,90,6,0,23,5,5
1,11.890000000000043,90,5,0,23,5,5
1,11.890000000000043,90,2,0,23,5,5
1,11.650000000000034,90,6,1,0,5,3
1,11.650000000000034,90,2,1,0,5,3
1,11.680000000000007,90,6,1,1,5,3
1,11.680000000000007,90,2,1,1,5,3
1,11.560000000000002,90,6,1,2,5,3
1,11.560000000000002,90,5,1,2,5,3
1,11.560000000000002,90,2,1,2,5,3
1,10.700000000000045,90,6,1,3,5,3
1,10.700000000000045,90,5,1,3,5,3
1,10.700000000000045,90,2,1,3,5,3
1,10.180000000000007,90,6,1,4,5,1
1,10.180000000000007,90,5,1,4,5,1
1,9.189999999999998,90,6,1,5,5,1
1,9.189999999999998,90,5,1,5,5,1
1,9.010000000000048,90,6,1,6,5,1
1,9.010000000000048,90,5,1,6,5,1
1,8.910000000000025,90,6,1,7,5,1
1,8.910000000000025,90,5,1,7,5,1
1,8.910000000000025,90,2,1,7,5,1
1,9.010000000000048,90,6,1,8,5,4
1,9.010000000000048,90,5,1,8,5,4
1,9.010000000000048,90,2,1,8,5,4
1,9.270000000000039,90,6,1,9,5,4
1,9.270000000000039,90,5,1,9,5,4
1,9.270000000000039,90,2,1,9,5,4
1,9.990000000000009,90,6,1,10,5,4
1,9.990000000000009,90,5,1,10,5,4
1,9.990000000000009,90,2,1,10,5,4
1,10.5,90,5,1,11,5,4
1,10.5,90,6,1,11,5,4
1,11.03000000000003,90,6,1,12,5,0
1,11.03000000000003,90,5,1,12,5,0
1,11.03000000000003,90,2,1,12,5,0
1,11.640000000000043,90,5,1,13,5,0
1,11.640000000000043,90,2,1,13,5,0
1,12.28000000000003,90,5,1,14,5,0
1,12.28000000000003,90,4,1,14,5,0
1,12.640000000000043,90,4,1,15,5,0
1,13.04000000000002,90,4,1,16,5,2
1,13.150000000000034,90,1,1,17,5,2
1,13.04000000000002,90,1,1,18,5,2
1,12.400000000000034,90,1,1,19,5,2
1,11.760000000000048,90,1,1,20,5,5
1,11.120000000000005,90,5,1,21,5,5
1,10.870000000000005,90,5,1,22,5,5
1,10.5,90,1,1,23,5,5
1,10.260000000000048,90,1,2,0,5,3
1,9.960000000000036,90,1,2,1,5,3
1,9.939999999999998,90,4,2,2,5,3
1,9.890000000000043,90,5,2,3,5,3
1,9.82000000000005,90,4,2,4,5,1
1,9.82000000000005,90,5,2,4,5,1
1,9.629999999999995,90,5,2,5,5,1
1,9.5,90,5,2,6,5,1
1,9.28000000000003,90,5,2,7,5,1
1,10.07000000000005,90,2,2,8,5,4
1,10.07000000000005,90,5,2,8,5,4
1,10.07000000000005,90,4,2,8,5,4
1,10.07000000000005,90,6,2,8,5,4
1,10.450000000000045,90,5,2,9,5,4
1,11.04000000000002,90,5,2,10,5,4
1,11.439999999999998,90,6,2,11,5,4
1,11.560000000000002,90,6,2,12,5,0
1,11.560000000000002,90,5,2,12,5,0
1,11.910000000000025,90,6,2,13,5,0
1,11.910000000000025,90,5,2,13,5,0
1,12.390000000000043,90,6,2,14,5,0
1,12.390000000000043,90,5,2,14,5,0
1,12.390000000000043,90,2,2,14,5,0
1,12.470000000000027,90,5,2,15,5,0
1,12.470000000000027,90,6,2,15,5,0
1,12.600000000000023,90,6,2,16,5,2
1,12.600000000000023,90,5,2,16,5,2
1,12.600000000000023,90,2,2,16,5,2
1,12.580000000000041,90,6,2,17,5,2
1,12.580000000000041,90,5,2,17,5,2
1,12.580000000000041,90,2,2,17,5,2
1,12.590000000000032,90,6,2,18,5,2
1,12.590000000000032,90,5,2,18,5,2
1,12.590000000000032,90,2,2,18,5,2
1,12.760000000000048,90,6,2,19,5,2
1,12.760000000000048,90,5,2,19,5,2
1,12.760000000000048,90,2,2,19,5,2
1,12.689999999999998,90,6,2,20,5,5
1,12.689999999999998,90,2,2,20,5,5
1,12.689999999999998,90,5,2,20,5,5
1,12.03000000000003,90,5,2,21,5,5
1,12.03000000000003,90,6,2,21,5,5
1,12.03000000000003,90,2,2,21,5,5
1,11.450000000000045,40,3,2,22,5,5
1,11.450000000000045,40,5,2,22,5,5
1,11.450000000000045,40,6,2,22,5,5
1,10.970000000000027,75,3,2,23,5,5
1,10.970000000000027,75,5,2,23,5,5
1,11.170000000000016,90,3,3,0,5,3
1,11.170000000000016,90,5,3,0,5,3
1,11.29000000000002,90,3,3,1,5,3
1,11.29000000000002,90,5,3,1,5,3
1,10.950000000000045,90,3,3,2,5,3
1,10.950000000000045,90,5,3,2,5,3
1,10.25,40,5,3,3,5,3
1,10.25,40,3,3,3,5,3
1,9.550000000000011,1,5,3,4,5,1
1,8.660000000000025,1,5,3,5,5,1
1,8.660000000000025,1,3,3,5,5,1
1,8.129999999999995,1,6,3,6,5,1
1,8.129999999999995,1,5,3,6,5,1
1,8.810000000000002,40,5,3,7,5,1
1,10.189999999999998,20,1,3,8,5,4
1,11.620000000000005,20,1,3,9,5,4
1,12.79000000000002,40,1,3,10,5,4
1,13.410000000000025,90,1,3,11,5,4
1,13.370000000000005,90,1,3,12,5,0
1,13.010000000000048,90,1,3,13,5,0
1,12.970000000000027,90,6,3,14,5,0
